arm,h,obs_index,date,placebo_score_date,block,units,n_pairs_genuine_leg_only,n_pairs_placebo_leg_only,kept,n_pairs_shared,spread_gen,spread_pla,delta,n_flagged_unadjusted,ic_genuine,ic_placebo,cost_drag,delta_net
W,60,171,2024-11-22,2024-06-04,14,raw_excess,143,143,True,143,0.05617984231551329,-0.02863531284386566,0.08481515515937896,49,-0.08609934666272695,-0.0953494861945566,,
W,60,172,2024-12-02,2024-06-11,14,raw_excess,143,143,True,143,-0.006706087996035413,-0.046667579535889306,0.03996149153985389,71,-0.19224222750493092,-0.18748602113951027,,
W,60,173,2024-12-09,2024-06-18,14,raw_excess,143,143,True,143,-0.022253236225849897,-0.12678730543800382,0.10453406921215391,48,-0.3976821300764962,-0.36539692701664533,,
W,60,174,2024-12-16,2024-06-26,14,raw_excess,143,143,True,143,0.04555146299154373,-0.035681117662624884,0.0812325806541686,70,-0.22385419744574675,-0.30912866476246753,,
W,60,175,2024-12-23,2024-07-03,14,raw_excess,143,143,True,143,0.05429635233336265,-0.02224540749447283,0.07654175982783548,72,-0.16147526182737448,-0.27368758002560817,,
W,60,176,2024-12-31,2024-07-11,14,raw_excess,143,143,True,143,0.028105986970523016,-0.0743660551768142,0.10247204214733721,56,-0.2579204832725959,-0.38003135362290286,,
W,60,177,2025-01-08,2024-07-18,14,raw_excess,143,143,True,143,0.050493099692920915,-0.06676766128096215,0.11726076097388306,61,-0.30227108572178996,-0.4240397173659005,,
W,60,178,2025-01-16,2024-07-25,14,raw_excess,143,143,True,143,0.06631351368862151,-0.06717096886545154,0.13348448255407305,73,-0.270326504481434,-0.3768795758232378,,
W,60,179,2025-01-24,2024-08-01,14,raw_excess,143,143,True,143,0.053119523599790476,-0.09955700115698615,0.15267652475677662,81,-0.35915082570012147,-0.4591910436980859,,
W,60,180,2025-01-31,2024-08-08,15,raw_excess,143,143,True,143,0.07719089927159878,-0.08847267076559202,0.1656635700371908,80,-0.19897649299057746,-0.3874207822615862,,
W,60,181,2025-02-07,2024-08-15,15,raw_excess,143,143,True,143,0.0504530190915884,-0.08649396768818426,0.13694698677977266,82,-0.24934363544412502,-0.389470271512525,,
W,60,182,2025-02-14,2024-08-22,15,raw_excess,143,143,True,143,0.03343310463900379,-0.06125985663610483,0.09469296127510862,65,-0.13018730096194883,-0.25352933451525,,
W,60,183,2025-02-24,2024-08-29,15,raw_excess,143,143,True,143,0.09190738654072474,0.004052525584567085,0.08785486095615765,66,0.14876365438348546,0.060835940153127314,,
W,60,184,2025-03-03,2024-09-06,15,raw_excess,143,143,True,143,0.12092614152066167,0.02458206590630515,0.09634407561435651,66,0.3599798089234709,0.2878828917561312,,
W,60,185,2025-03-10,2024-09-13,15,raw_excess,143,143,True,143,0.12610295867470495,0.14863043829935382,-0.022527479624648877,105,0.5722487606290423,0.41309218950064014,,
W,60,186,2025-03-17,2024-09-20,15,raw_excess,143,143,True,143,0.10310939145945566,0.06478738875273676,0.0383220027067189,86,0.5271143176072753,0.3466873502084769,,
W,60,187,2025-03-24,2024-09-27,15,raw_excess,143,143,True,143,0.10367586744049893,0.03640358031759937,0.06727228712289957,78,0.4413720082734167,0.34145080271840833,,
W,60,188,2025-03-31,2024-10-04,15,raw_excess,143,143,True,143,0.11086776668603339,0.18685785048635387,-0.07599008380032048,52,0.6285539577793099,0.5339349617518632,,
W,60,189,2025-04-07,2024-10-11,15,raw_excess,143,143,True,143,0.06896739885650359,0.19606269732361878,-0.1270952984671152,55,0.6871573262418332,0.5294863587117108,,
W,60,190,2025-04-14,2024-10-18,15,raw_excess,143,143,True,143,0.128457100989417,0.12230066915439666,0.006156431835020348,45,0.682696411569651,0.44833674810501206,,
W,60,191,2025-04-22,2024-10-25,15,raw_excess,143,143,True,143,0.10705308664015989,0.15940090827748654,-0.05234782163732665,50,0.6542278144390821,0.43132982041432744,,
W,60,192,2025-04-29,2024-11-01,16,raw_excess,143,143,True,143,0.15066417858364084,0.0518994257678028,0.09876475281583805,56,0.5853770642503037,0.32744016546833443,,
W,60,193,2025-05-06,2024-11-08,16,raw_excess,143,143,True,143,0.12745263320566985,0.10421434110557419,0.02323829210009566,56,0.48544765094060865,0.3262090022653402,,
W,60,194,2025-05-13,2024-11-15,16,raw_excess,143,143,True,143,0.21322343327013613,0.23709244892787798,-0.023869015657741854,96,0.30527512393709577,0.27274779211398925,,
W,60,195,2025-05-20,2024-11-22,16,raw_excess,143,143,True,143,0.1683485172828869,0.17318764355912677,-0.0048391262762398635,105,0.47105124922026326,0.34931383170819785,,
W,60,196,2025-05-28,2024-12-02,16,raw_excess,143,143,True,143,0.10742769620000207,0.10538868103279363,0.0020390151672084467,84,0.4338249778390624,0.21659876452657223,,
W,60,197,2025-06-04,2024-12-09,16,raw_excess,143,143,True,143,0.11742752715983319,0.08415453730807146,0.03327298985176173,54,0.41257510095538263,0.20228832200663185,,
W,60,198,2025-06-11,2024-12-16,16,raw_excess,143,143,True,143,0.18623851475976022,0.10322518277779257,0.08301333198196766,40,0.42049558422797856,0.2215765455202075,,
W,60,199,2025-06-18,2024-12-23,16,raw_excess,143,143,True,143,0.2860399742054007,0.10345711117096625,0.1825828630344345,60,0.3940337831182902,0.2737778653271611,,
W,60,200,2025-06-26,2024-12-31,16,raw_excess,143,143,True,143,0.22887357792607052,0.1141240251737165,0.11474955275235402,36,0.40109245214879014,0.2621392691815227,,
W,60,201,2025-07-03,2025-01-08,16,raw_excess,143,143,True,143,0.15058970514051429,0.15678439865695823,-0.006194693516443944,35,0.35527676548803305,0.25421057815424014,,
W,60,202,2025-07-11,2025-01-16,16,raw_excess,143,143,True,143,0.15564219582870398,0.08852251820114501,0.06711967762755897,31,0.40513887520929776,0.2826873830394957,,
W,60,203,2025-07-18,2025-01-24,16,raw_excess,143,143,True,143,0.15729390041487015,0.12410386503904484,0.03319003537582531,33,0.38921172723989617,0.3130109327292426,,
W,60,204,2025-07-25,2025-01-31,17,raw_excess,143,143,True,143,0.17481772391530773,0.08819041949293886,0.08662730442236886,45,0.3561673068715322,0.2918923799205489,,
W,60,205,2025-08-01,2025-02-07,17,raw_excess,143,143,True,143,0.1474652552233703,0.0026857194385554763,0.14477953578481484,59,0.47348895236219174,0.3314253704011339,,
W,60,206,2025-08-08,2025-02-14,17,raw_excess,143,143,True,143,0.1337094419084265,-0.04975222621663856,0.18346166812506506,81,0.48231639252766006,0.3167782921304048,,
W,60,207,2025-08-15,2025-02-24,17,raw_excess,143,143,True,143,0.19697892456419783,-0.06913230874545165,0.2661112333096495,72,0.3360993466627269,0.18910481005707167,,
W,60,208,2025-08-22,2025-03-03,17,raw_excess,143,143,True,143,0.08145268724943247,0.03420942101806518,0.04724326623136729,79,0.19972339866706063,0.13224334351094913,,
W,60,209,2025-08-29,2025-03-10,17,raw_excess,143,143,True,143,0.11244002355454513,0.07102057713452897,0.04141944642001616,68,0.042986107334992724,0.06903952854657079,,
W,60,210,2025-09-08,2025-03-17,17,raw_excess,143,143,True,143,0.17440993201311958,0.003282178502133649,0.17112775351098594,64,0.07758388077407392,0.054827801306674535,,
W,60,211,2025-09-15,2025-03-24,17,raw_excess,143,143,True,143,0.15723426582444025,-0.03539661445746754,0.19263088028190778,61,0.13810396373835612,0.06026543878656554,,
W,60,212,2025-09-22,2025-03-31,17,raw_excess,143,143,True,143,0.1695201989384834,-0.020988933410861287,0.1905091323493447,65,-0.0002995830460619193,-0.06400407104632456,,
W,60,213,2025-09-29,2025-04-07,17,raw_excess,143,143,True,143,0.24042298979956003,0.11728283557054583,0.1231401542290142,81,0.08954874744409841,0.07306132834301848,,
W,60,214,2025-10-06,2025-04-14,17,raw_excess,144,143,True,143,0.2385958040067657,0.09123941797972221,0.14735638602704348,81,0.011689918599450474,-0.02438523917397157,,
W,60,215,2025-10-13,2025-04-22,17,raw_excess,144,143,True,143,0.2408524006564973,0.044864538020537956,0.19598786263595935,97,0.0007058697998590246,-0.012722019764273285,,
W,60,216,2025-10-20,2025-04-29,18,raw_excess,144,143,True,143,0.26596085225184657,-0.09950513851008262,0.3654659907619292,73,0.027668369435535915,-0.00797383367805903,,
W,60,217,2025-10-27,2025-05-06,18,raw_excess,144,143,True,143,0.2380471306676732,0.011358655111741873,0.22668847555593133,67,-0.025460455037919827,-0.11999737351850026,,
W,60,218,2025-11-03,2025-05-13,18,raw_excess,144,143,True,143,0.23194578975927657,0.0731333357948055,0.15881245396447108,67,-0.05418765203601546,-0.1906866607570833,,
W,60,219,2025-11-10,2025-05-20,18,raw_excess,144,143,True,143,0.08701734905778455,-0.03691644236546453,0.12393379142324908,60,-0.09188991759414294,-0.15629206474276897,,
W,60,220,2025-11-17,2025-05-28,18,raw_excess,144,143,True,143,0.19454828359755932,0.05206073399648089,0.14248754960107843,59,0.01135132473160642,-0.07145671230178272,,
W,60,221,2025-11-24,2025-06-04,18,raw_excess,144,143,True,143,0.12885969655964094,0.10051561086122232,0.02834408569841862,64,-0.01552496798975672,-0.08311172395679438,,
W,60,222,2025-12-02,2025-06-11,18,raw_excess,144,143,True,143,0.2809065975413455,0.08949023370503495,0.19141636383631055,37,-0.0696879411668144,-0.10836698512754851,,
W,60,223,2025-12-09,2025-06-18,18,raw_excess,144,143,True,143,0.18381178719312785,0.014535100650850254,0.1692766865422776,64,-0.06601907482189172,-0.21739469450737053,,
W,60,224,2025-12-16,2025-06-26,18,raw_excess,144,143,True,143,0.2788623274471458,0.045637594191516924,0.23322473325562887,64,-0.019128172297186382,-0.1300354575002462,,
W,60,225,2025-12-23,2025-07-03,18,raw_excess,144,143,True,143,0.20161378643924857,0.04384343890469518,0.15777034753455338,64,-0.07073860634238097,-0.13462769624741455,,
W,60,226,2025-12-31,2025-07-11,18,raw_excess,144,143,True,143,0.19814187903392727,0.02963529749038143,0.16850658154354584,58,-0.14085327817722182,-0.22378853540825372,,
W,60,227,2026-01-08,2025-07-18,18,raw_excess,144,143,True,143,0.26112843868964664,0.15056640144252806,0.11056203724711858,73,-0.02140582422272563,-0.06922420302701993,,
W,60,228,2026-01-15,2025-07-25,19,raw_excess,144,143,True,143,0.27861229477914634,0.14834239125811197,0.13026990352103437,75,0.024664302833316915,0.03424685642995502,,
W,60,229,2026-01-23,2025-08-01,19,raw_excess,144,143,True,143,0.2919980614255492,0.1929813621635315,0.09901669926201767,56,0.04224120949473062,0.10794428576118716,,
W,60,230,2026-01-30,2025-08-08,19,raw_excess,144,143,True,143,0.26299710073194343,0.13754397630977752,0.1254531244221659,63,0.09011508309851904,0.10499359795134441,,
W,60,231,2026-02-06,2025-08-15,19,raw_excess,144,143,True,143,0.19087339528068456,0.17947547501431993,0.01139792026636463,53,0.35016333431826385,0.2887447059982271,,
A,20,0,2021-07-01,2021-05-05,0,raw_excess,130,129,True,129,-0.011561024562063643,0.024168958941881986,-0.03572998350394563,68,-0.14489042933810378,0.01165026833631485,0.009999999999999998,-0.04572998350394562
A,20,1,2021-07-09,2021-05-12,0,raw_excess,130,129,True,129,0.0028501204676764503,0.018206204143133637,-0.015356083675457186,68,0.019130143112701257,0.11951587656529518,0.0008333333333333334,-0.016189417008790518
A,20,2,2021-07-16,2021-05-19,0,raw_excess,130,129,True,129,0.03215073496815758,-0.0065870150862909985,0.03873775005444858,54,0.21162790697674422,0.18838327370304117,0.0008333333333333334,0.03790441672111525
