date,day_pos,block,in_primary,in_primary_block,on_fixed,on_expanding,spy_vol20,n_usable,n_topdec,frac_flagged_unadjusted,spread_dgtw,spread_dgtw_w50,spread_raw,volmatched_topdec,refit_cutoff
2017-11-08,215,3,True,True,False,False,0.04709149535736496,268,27,0.27611940298507465,0.05710190961608677,-0.04645952925392291,0.1039709554342833,-0.001237368538612856,2017-06-30
2017-11-15,220,3,True,True,False,False,0.053673558568829924,268,27,0.15671641791044777,0.017442634916460233,-0.03915093043528534,0.09474362848957016,-0.04666899891270812,2017-06-30
2017-11-22,225,3,True,True,False,False,0.05875828529514665,268,27,0.23134328358208955,0.22702232656404409,0.05265871251388263,0.2305019234061035,0.1327606934605742,2017-06-30
2017-11-30,230,3,True,True,False,False,0.06641693935615688,268,27,0.26119402985074625,0.08745127488580154,0.04448469195185644,0.09303614442332153,-0.006935131105790286,2017-06-30
2017-12-07,235,3,True,True,False,False,0.06984740743376931,268,27,0.3544776119402985,0.26563639787832327,0.03687345256426719,0.37590222398875256,0.22904450643816454,2017-06-30
2017-12-14,240,4,True,True,False,False,0.06687163241439974,268,27,0.25373134328358204,0.21228685585535204,0.06192029542159695,0.3169534254740039,0.14253631392260702,2017-06-30
2017-12-21,245,4,True,True,False,False,0.06287519733761696,268,27,0.26119402985074625,0.4958767821004666,0.17116475462694036,0.5414895833763228,0.4051518398702773,2017-06-30
2017-12-29,250,4,True,True,False,False,0.04814190489311771,268,27,0.2276119402985075,0.6103602623555014,0.20370046006675857,0.6860888587401293,0.6241677475341499,2017-09-29
2018-01-08,255,4,True,True,False,False,0.05614568320641659,268,27,0.24626865671641796,0.5630689574706933,0.19080599847980212,0.5700736654234132,0.5344450914500135,2017-09-29
2018-01-16,260,4,True,True,False,False,0.06026905839470166,268,27,0.26119402985074625,0.33507560921805596,0.08158415976174938,0.3812020336625709,0.3760380232925815,2017-09-29
2018-01-23,265,4,True,True,False,False,0.0644007079662259,268,27,0.3768656716417911,0.4777634960203434,0.06921845342722108,0.4668457926604668,0.47422414302882887,2017-09-29
2018-01-30,270,4,True,True,False,False,0.08850232292338502,269,27,0.2602230483271375,0.3385531524289182,0.11358882867832248,0.37008327024718013,0.3158365807031776,2017-09-29
2018-02-06,275,4,True,True,True,True,0.20547818883671737,269,27,0.21189591078066916,0.18462301904519646,0.08774634262173951,0.267088961365822,0.19381426206923766,2017-09-29
