date,gmm_dom,gmm_max,gmm_bear_p,hurst,hurst_regime,src,vol20,final
2019-11-15,BULL_CALM,0.9999999990454094,5.5396327609595264e-45,0.7182552799372405,MOMENTUM,hurst_momentum_bull,0.05324717760285496,BULL_CALM
2019-11-18,BULL_CALM,0.9999999936074178,1.5106737667280288e-41,0.691669838722352,MOMENTUM,hurst_momentum_bull,0.050727592242326765,BULL_CALM
2019-11-19,BULL_CALM,0.9999987060828386,2.921387415077829e-28,0.7251728894014418,MOMENTUM,hurst_momentum_bull,0.047656334908510935,BULL_CALM
2019-11-20,BULL_CALM,0.9999944400481642,5.015426836659604e-26,0.7133576431054884,MOMENTUM,hurst_momentum_bull,0.05182820107609311,BULL_CALM
2019-11-21,BULL_CALM,0.9999591777511216,9.904325003124259e-23,0.7226149367893918,MOMENTUM,hurst_momentum_bull,0.05321751580767821,BULL_CALM
2019-11-22,BULL_CALM,0.9999863057890144,2.493296125009102e-25,0.7375626973101842,MOMENTUM,hurst_momentum_bull,0.0524764061372238,BULL_CALM
2019-11-25,BULL_CALM,0.9999734981351502,8.042538143353606e-22,0.7361652378392471,MOMENTUM,hurst_momentum_bull,0.055136719722970816,BULL_CALM
2019-11-26,BULL_CALM,0.9999900798022665,2.850445620498026e-24,0.7082297618155311,MOMENTUM,hurst_momentum_bull,0.05469128062171695,BULL_CALM
2019-11-27,BULL_CALM,0.9999977993767841,2.2567049060279994e-27,0.6949694635536238,MOMENTUM,hurst_momentum_bull,0.05534795211608392,BULL_CALM
2019-11-29,BULL_CALM,0.9999486428718554,1.2684201251983394e-20,0.6922008660294862,MOMENTUM,hurst_momentum_bull,0.05658600388569414,BULL_CALM
2019-12-02,BULL_CALM,0.998921614371275,3.12017980014572e-17,0.7060472221404189,MOMENTUM,hurst_momentum_bull,0.06043818926696139,BULL_CALM
2019-12-03,BULL_CALM,0.9843397514502891,7.838420370680013e-13,0.6901707968899548,MOMENTUM,hurst_momentum_bull,0.06491764094480523,BULL_CALM
2019-12-04,BULL_CALM,0.9830775809942613,9.67395468702557e-10,0.6547961227393991,MOMENTUM,hurst_momentum_bull,0.06780976837030164,BULL_CALM
2019-12-05,BULL_CALM,0.9781552279396332,2.5019375118888135e-07,0.6404234863004725,AMBIGUOUS,dominant_gmm,0.067886048238694,BULL_CALM
