date,fold,regime,skip,n_scored,n_labelled,scored_only,labelled_only
2025-09-17,7,BULL_CALM,,292,292.0,,
2025-09-18,7,BULL_CALM,,292,292.0,,
2025-09-19,7,BULL_CALM,,292,292.0,,
2025-09-22,7,BULL_CALM,,292,292.0,,
2025-09-23,7,BULL_CALM,,292,292.0,,
2025-09-24,7,BULL_CALM,,292,292.0,,
2025-09-25,7,BULL_CALM,,292,292.0,,
2025-09-26,7,BULL_CALM,,292,292.0,,
2025-09-29,7,BULL_CALM,,292,292.0,,
2025-09-30,7,BULL_CALM,,292,292.0,,
2025-10-01,7,BULL_CALM,,292,292.0,,
2025-10-02,7,BULL_CALM,,292,292.0,,
2025-10-03,7,BULL_CALM,,292,292.0,,
2025-10-06,7,BULL_CALM,,292,292.0,,
2025-10-07,7,BULL_CALM,,292,292.0,,
2025-10-08,7,BULL_CALM,,292,292.0,,
2025-10-09,7,BULL_CALM,,292,292.0,,
2025-10-10,7,CHOPPY,,292,292.0,,
2025-10-13,7,BEAR,,292,292.0,,
2025-10-14,7,CHOPPY,,292,292.0,,
2025-10-15,7,CHOPPY,,292,292.0,,
2025-10-16,7,CHOPPY,,292,292.0,,
2025-10-17,7,BULL_CALM,,292,292.0,,
2025-10-20,7,BULL_CALM,,292,292.0,,
2025-10-21,7,BULL_CALM,,292,292.0,,
2025-10-22,7,BULL_CALM,,292,292.0,,
2025-10-23,7,BULL_CALM,,292,292.0,,
2025-10-24,7,BULL_CALM,,292,292.0,,
2025-10-27,7,BULL_VOLATILE,,292,292.0,,
2025-10-28,7,BULL_VOLATILE,,292,292.0,,
2025-10-29,7,BULL_VOLATILE,,292,292.0,,
2025-10-30,7,BULL_CALM,,292,292.0,,
2025-10-31,7,BULL_VOLATILE,,292,292.0,,
2025-11-03,7,BULL_CALM,,292,292.0,,
2025-11-04,7,BULL_CALM,,292,292.0,,
2025-11-05,7,BULL_CALM,,292,292.0,,
2025-11-06,7,BULL_VOLATILE,,292,292.0,,
2025-11-07,7,BULL_CALM,,292,292.0,,
2025-11-10,7,BULL_CALM,,292,292.0,,
2025-11-11,7,BULL_CALM,,292,292.0,,
2025-11-12,7,BULL_CALM,,292,292.0,,
2025-11-13,7,CHOPPY,,292,292.0,,
2025-11-14,7,CHOPPY,,292,292.0,,
2025-11-17,7,BULL_VOLATILE,,292,292.0,,
2025-11-18,7,BULL_VOLATILE,,292,292.0,,
2025-11-19,7,BULL_VOLATILE,,292,292.0,,
2025-11-20,7,BULL_CALM,,292,292.0,,
2025-11-21,7,BULL_CALM,,292,292.0,,
2025-11-24,7,BULL_CALM,,292,292.0,,
2025-11-25,7,BULL_CALM,,292,292.0,,
2025-11-26,7,BULL_CALM,,292,292.0,,
2025-11-28,7,BULL_CALM,,292,292.0,,
2025-12-01,7,BULL_CALM,,292,292.0,,
2025-12-02,7,BULL_CALM,,292,292.0,,
2025-12-03,7,BULL_CALM,,292,292.0,,
2025-12-04,7,BULL_CALM,,292,292.0,,
2025-12-05,7,BULL_CALM,,292,292.0,,
2025-12-08,7,BULL_CALM,,292,292.0,,
2025-12-09,7,BULL_CALM,,292,292.0,,
2025-12-10,7,BULL_CALM,,292,292.0,,
2025-12-11,7,BULL_CALM,,292,292.0,,
2025-12-12,7,BULL_CALM,,292,292.0,,
2025-12-15,7,BULL_CALM,,292,292.0,,
2025-12-16,7,BULL_CALM,,292,292.0,,
2025-12-17,7,BULL_CALM,,292,292.0,,
2025-12-18,7,BULL_CALM,,292,292.0,,
2025-12-19,7,BULL_CALM,,292,292.0,,
2025-12-22,7,BULL_CALM,,292,292.0,,
2025-12-23,7,BULL_CALM,,292,292.0,,
2025-12-24,7,BULL_CALM,,292,292.0,,
2025-12-26,7,BULL_CALM,,292,292.0,,
2025-12-29,7,BULL_CALM,,292,292.0,,
2025-12-30,7,BULL_CALM,,292,292.0,,
2025-12-31,7,BULL_CALM,,292,292.0,,
2026-04-01,8,BEAR,gate_starved:failed,153,,,
2026-04-02,8,BEAR,gate_starved:failed,153,,,
2026-04-06,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-07,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-08,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-09,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-10,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-13,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-14,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-15,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-16,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-17,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-20,8,BULL_VOLATILE,gate_starved:failed,153,,,
2026-04-21,8,BULL_CALM,gate_starved:failed,153,,,
2026-04-22,8,BULL_CALM,gate_starved:failed,153,,,
2026-04-23,8,BULL_CALM,gate_starved:failed,153,,,
2026-04-24,8,BULL_CALM,gate_starved:failed,153,,,
2026-04-27,8,BULL_CALM,gate_starved:failed,145,,,
2026-04-28,8,BULL_CALM,gate_starved:failed,145,,,
2026-04-29,8,BULL_CALM,gate_starved:failed,145,,,
2026-04-30,8,BULL_CALM,gate_starved:failed,145,,,
2026-05-01,8,BULL_CALM,gate_starved:failed,145,,,
2026-05-04,8,BULL_CALM,gate_starved:failed,144,,,
2026-05-05,8,BULL_CALM,gate_starved:failed,144,,,
2026-05-06,8,BULL_CALM,gate_starved:failed,144,,,
2026-05-07,8,BULL_CALM,gate_starved:failed,144,,,
