candidate,h,date,obs_index,block,block_complete,kept,drop_reason,placebo_score_date,n_pairs_shared,n_pairs_genuine_leg_only,n_pairs_placebo_leg_only,coverage_gap_genuine_minus_placebo,ic_genuine,ic_placebo
tail_q90_60d,20,2023-10-19,240,60,True,True,,2023-08-23,142,142,142,0,0.32578359608626317,0.31086294586444424
tail_q90_60d,20,2023-10-26,241,60,True,True,,2023-08-30,142,142,142,0,0.4632589466272416,0.4110450532386404
tail_q90_60d,20,2023-11-02,242,60,True,True,,2023-09-07,142,142,142,0,0.284546439476017,0.3691666439643665
tail_q90_60d,20,2023-11-09,243,60,True,True,,2023-09-14,142,142,142,0,0.1831279299064735,0.32311799677697195
tail_q90_60d,20,2023-11-16,244,61,True,True,,2023-09-21,142,142,142,0,0.214364897912995,0.3187130520064293
tail_q90_60d,20,2023-11-24,245,61,True,True,,2023-09-28,142,142,142,0,0.3568068132047755,0.4097625479105851
tail_q90_60d,20,2023-12-01,246,61,True,True,,2023-10-05,142,142,142,0,0.10557826949795786,0.13900304071116182
tail_q90_60d,20,2023-12-08,247,61,True,True,,2023-10-12,142,142,142,0,0.06885921989308265,0.12153414460876255
tail_q90_60d,20,2023-12-15,248,62,True,True,,2023-10-19,142,142,142,0,-0.15866812240800854,-0.0020390158238525035
tail_q90_60d,20,2023-12-22,249,62,True,True,,2023-10-26,142,142,142,0,-0.0003206263320138058,0.15718024857970916
tail_q90_60d,20,2024-01-02,250,62,True,True,,2023-11-02,142,142,142,0,0.08397685622738066,0.11362117055853946
tail_q90_60d,20,2024-01-09,251,62,True,True,,2023-11-09,142,142,142,0,0.12519305686821422,0.17687885982761622
tail_q90_60d,20,2024-01-17,252,63,True,True,,2023-11-16,142,142,142,0,0.23955816434090335,0.2828112852086481
tail_q90_60d,20,2024-01-24,253,63,True,True,,2023-11-24,142,142,142,0,-0.06398905260157883,0.059236238738785946
tail_q90_60d,20,2024-01-31,254,63,True,True,,2023-12-01,142,142,142,0,0.14807278427296408,0.1791127661670065
tail_q90_60d,20,2024-02-07,255,63,True,True,,2023-12-08,142,142,142,0,0.04784876495994266,0.03906821377603517
tail_q90_60d,20,2024-02-14,256,64,True,True,,2023-12-15,142,142,142,0,-0.20188352253081057,-0.2936161830378193
tail_q90_60d,20,2024-02-22,257,64,True,True,,2023-12-22,142,142,142,0,-0.04019564493043666,-0.10486157534404464
tail_q90_60d,20,2024-02-29,258,64,True,True,,2024-01-02,142,142,142,0,-0.19547937827829948,-0.20277624682779016
tail_q90_60d,20,2024-03-07,259,64,True,True,,2024-01-09,142,142,142,0,-0.26029619167167867,-0.286055269273729
tail_q90_60d,20,2024-03-14,260,65,True,True,,2024-01-17,142,142,142,0,0.06175514626218852,-0.12340760827425497
tail_q90_60d,20,2024-03-21,261,65,True,True,,2024-01-24,142,142,142,0,-0.3834125119710976,-0.43881590390430664
tail_q90_60d,20,2024-03-28,262,65,True,True,,2024-01-31,142,142,142,0,-0.08707414850657284,-0.24229082275231514
tail_q90_60d,20,2024-04-05,263,65,True,True,,2024-02-07,142,142,142,0,-0.09628220146649874,-0.14273739446049905
tail_q90_60d,20,2024-04-12,264,66,True,True,,2024-02-14,142,142,142,0,-0.3324853151044341,-0.31175147896754135
tail_q90_60d,20,2024-04-19,265,66,True,True,,2024-02-22,142,142,142,0,0.2021643325209403,0.1702777294626261
tail_q90_60d,20,2024-04-26,266,66,True,True,,2024-02-29,142,142,142,0,0.03748813368232008,0.06954657568981813
tail_q90_60d,20,2024-05-03,267,66,True,True,,2024-03-07,142,142,142,0,-0.14486652095282604,-0.09489072509749766
tail_q90_60d,20,2024-05-10,268,67,True,True,,2024-03-14,142,142,142,0,0.20244933370495255,0.18166101204758683
tail_q90_60d,20,2024-05-17,269,67,True,True,,2024-03-21,142,142,142,0,0.15789694273362243,0.16933471083905605
tail_q90_60d,20,2024-05-24,270,67,True,True,,2024-03-28,142,142,142,0,0.14807278427296408,0.05310452208863956
tail_q90_60d,20,2024-06-03,271,67,True,True,,2024-04-05,142,142,142,0,0.3866523048422959,0.36884811322929395
tail_q90_60d,20,2024-06-10,272,68,True,True,,2024-04-12,142,142,142,0,0.3264751430768812,0.25373278205163136
tail_q90_60d,20,2024-06-17,273,68,True,True,,2024-04-19,142,142,142,0,-0.15848370987717708,-0.18073056700566442
tail_q90_60d,20,2024-06-25,274,68,True,True,,2024-04-26,142,142,142,0,-0.24839320104528378,-0.19792284431181645
tail_q90_60d,20,2024-07-02,275,68,True,True,,2024-05-03,142,142,142,0,-0.4317327862428252,-0.3402935093075939
tail_q90_60d,20,2024-07-10,276,69,True,True,,2024-05-10,142,142,142,0,-0.49136928399739316,-0.3891167268452255
tail_q90_60d,20,2024-07-17,277,69,True,True,,2024-05-17,142,142,142,0,-0.27932840309226287,-0.22400045264893934
tail_q90_60d,20,2024-07-24,278,69,True,True,,2024-05-24,142,142,142,0,0.11316013923146077,0.13214624751933712
tail_q90_60d,20,2024-07-31,279,69,True,True,,2024-06-03,142,142,142,0,-0.04601302203939303,-0.06205272102784839
tail_q90_60d,20,2024-08-07,280,70,True,True,,2024-06-10,142,142,142,0,0.1980653449038226,0.1508473546232012
tail_q90_60d,20,2024-08-14,281,70,True,True,,2024-06-17,142,142,142,0,-0.07792477226100242,0.060942054648977034
tail_q90_60d,20,2024-08-21,282,70,True,True,,2024-06-25,142,142,142,0,-0.1374229606174467,-0.030849282572387157
tail_q90_60d,20,2024-08-28,283,70,True,True,,2024-07-02,142,142,142,0,0.1622767403408698,0.18793942048362186
tail_q90_60d,20,2024-09-05,284,71,True,True,,2024-07-10,142,142,142,0,0.11920384081007397,0.21161547472605308
tail_q90_60d,20,2024-09-12,285,71,True,True,,2024-07-17,142,142,142,0,0.27205668170606745,0.22934003365528685
tail_q90_60d,20,2024-09-19,286,71,True,True,,2024-07-24,142,142,142,0,0.08890150903935741,0.08525517036155333
tail_q90_60d,20,2024-09-26,287,71,True,True,,2024-07-31,142,142,142,0,-0.034210620066178955,-0.033024512197422
tail_q90_60d,20,2024-10-03,288,72,True,True,,2024-08-07,142,142,142,0,0.10329406883197714,0.10086736757399029
tail_q90_60d,20,2024-10-10,289,72,True,True,,2024-08-14,142,142,142,0,0.18905008686249325,0.16699183345871987
tail_q90_60d,20,2024-10-17,290,72,True,True,,2024-08-21,142,142,142,0,0.26040516271262454,0.18780949347326334
tail_q90_60d,20,2024-10-24,291,72,True,True,,2024-08-28,142,142,142,0,0.3312321481335566,0.2303459201870949
tail_q90_60d,20,2024-10-31,292,73,True,True,,2024-09-05,142,142,142,0,0.23283129815943723,0.1880944946572756
tail_q90_60d,20,2024-11-07,293,73,True,True,,2024-09-12,142,142,142,0,0.3331391413501093,0.13074219756868843
tail_q90_60d,20,2024-11-14,294,73,True,True,,2024-09-19,142,142,142,0,0.23107518792265574,0.21037488133682322
tail_q90_60d,20,2024-11-21,295,73,True,True,,2024-09-26,142,142,142,0,0.10992034636026247,0.0829793520833377
tail_q90_60d,20,2024-11-29,296,74,True,True,,2024-10-03,142,142,142,0,0.11440492381457322,0.03292811473812373
tail_q90_60d,20,2024-12-06,297,74,True,True,,2024-10-10,142,142,142,0,-0.12055759643413226,-0.16927184293081807
tail_q90_60d,20,2024-12-13,298,74,True,True,,2024-10-17,142,142,142,0,-0.19548776066606452,-0.17088964376947596
tail_q90_60d,20,2024-12-20,299,74,True,True,,2024-10-24,142,142,142,0,0.1709189821266537,0.20234036266400668
tail_q90_60d,20,2024-12-30,300,75,True,True,,2024-10-31,142,142,142,0,-0.013803697052123783,-0.06458839332678111
tail_q90_60d,20,2025-01-07,301,75,True,True,,2024-11-07,142,142,142,0,-0.003350859509085461,0.0916970353590072
tail_q90_60d,20,2025-01-15,302,75,True,True,,2024-11-14,142,142,142,0,0.07703623915790533,0.06712825681959635
tail_q90_60d,20,2025-01-23,303,75,True,True,,2024-11-21,142,142,142,0,-0.1545733259847734,-0.08662569076114178
tail_q90_60d,20,2025-01-30,304,76,True,True,,2024-11-29,142,142,142,0,-0.26313782112403633,-0.23544660314213808
tail_q90_60d,20,2025-02-06,305,76,True,True,,2024-12-06,142,142,142,0,-0.3852356813099996,-0.44773057329245525
tail_q90_60d,20,2025-02-13,306,76,True,True,,2024-12-13,142,142,142,0,-0.37776278261744256,-0.512300106246765
tail_q90_60d,20,2025-02-21,307,76,True,True,,2024-12-20,142,142,142,0,-0.39531550259749243,-0.39248225553289984
tail_q90_60d,20,2025-02-28,308,77,True,True,,2024-12-30,142,142,142,0,-0.4068999624888148,-0.4116695411271378
tail_q90_60d,20,2025-03-07,309,77,True,True,,2025-01-07,142,142,142,0,-0.42651055866518855,-0.40408767139363483
tail_q90_60d,20,2025-03-14,310,77,True,True,,2025-01-15,142,142,142,0,-0.30592571947081987,-0.2459623085934144
tail_q90_60d,20,2025-03-21,311,77,True,True,,2025-01-23,142,142,142,0,-0.36853377368810397,-0.4031949470966552
tail_q90_60d,20,2025-03-28,312,78,True,True,,2025-01-30,142,142,142,0,0.27676339243615244,0.30157945141463277
tail_q90_60d,20,2025-04-04,313,78,True,True,,2025-02-06,142,142,142,0,0.5451171543470016,0.474231492211714
tail_q90_60d,20,2025-04-11,314,78,True,True,,2025-02-13,142,142,142,0,0.44563916754507105,0.43142263789551777
tail_q90_60d,20,2025-04-21,315,78,True,True,,2025-02-21,142,142,142,0,0.48978920390367797,0.5334279146086159
tail_q90_60d,20,2025-04-28,316,79,True,True,,2025-02-28,142,142,142,0,0.37840822647535266,0.34906567810373623
tail_q90_60d,20,2025-05-05,317,79,True,True,,2025-03-07,142,142,142,0,0.4616537193702313,0.4008269225530238
tail_q90_60d,20,2025-05-12,318,79,True,True,,2025-03-14,142,142,142,0,0.43007307346534196,0.39526939946478457
tail_q90_60d,20,2025-05-19,319,79,True,True,,2025-03-21,142,142,142,0,0.36940554201567083,0.302115924231597
tail_q90_60d,20,2025-05-27,320,80,True,True,,2025-03-28,142,142,142,0,0.45333000831951986,0.49266855410097843
tail_q90_60d,20,2025-06-03,321,80,True,True,,2025-04-04,142,142,142,0,0.3778088857501504,0.3709101806195004
tail_q90_60d,20,2025-06-10,322,80,True,True,,2025-04-11,142,142,142,0,0.29355331512958127,0.21701373244675617
tail_q90_60d,20,2025-06-17,323,80,True,True,,2025-04-21,142,142,142,0,0.25801199100569794,0.19731931239273165
tail_q90_60d,20,2025-06-25,324,81,True,True,,2025-04-28,142,142,142,0,0.15625818592555185,0.13313536927561503
tail_q90_60d,20,2025-07-02,325,81,True,True,,2025-05-05,142,142,142,0,0.16429689579225093,0.09606006819072448
tail_q90_60d,20,2025-07-10,326,81,True,True,,2025-05-12,142,142,142,0,0.058460867870517255,-0.04591662458009477
tail_q90_60d,20,2025-07-17,327,81,True,True,,2025-05-19,142,142,142,0,-0.05661674256220256,-0.06263529697752053
tail_q90_60d,20,2025-07-24,328,82,True,True,,2025-05-27,142,142,142,0,-0.11654243269466524,-0.1499462479384565
tail_q90_60d,20,2025-07-31,329,82,True,True,,2025-06-03,142,142,142,0,0.016758488739309838,0.08081669603995047
tail_q90_60d,20,2025-08-07,330,82,True,True,,2025-06-10,142,142,142,0,0.035597905241297516,0.1475111642927046
tail_q90_60d,20,2025-08-14,331,82,True,True,,2025-06-17,142,142,142,0,0.19140972901835954,0.16381490849575955
tail_q90_60d,20,2025-08-21,332,83,True,True,,2025-06-25,142,142,142,0,0.4803841648312731,0.49200634546753824
tail_q90_60d,20,2025-08-28,333,83,True,True,,2025-07-02,142,142,142,0,0.19006854697594883,0.25756772445414944
tail_q90_60d,20,2025-09-05,334,83,True,True,,2025-07-10,142,142,142,0,0.2251195014155757,0.2543321227768336
tail_q90_60d,20,2025-09-12,335,83,True,True,,2025-07-17,142,142,142,0,0.20454493064621926,0.1765016523781882
tail_q90_60d,20,2025-09-19,336,84,True,True,,2025-07-24,142,142,142,0,0.1092707113084698,0.04950009534966083
tail_q90_60d,20,2025-09-26,337,84,True,True,,2025-07-31,142,142,142,0,0.3503062714929662,0.27740045390629753
tail_q90_60d,20,2025-10-03,338,84,True,True,,2025-08-07,142,142,142,0,0.39069261574505815,0.3262152890561641
tail_q90_60d,20,2025-10-10,339,84,True,True,,2025-08-14,142,142,142,0,0.2580455205567582,0.08885959710053208
tail_q90_60d,20,2025-10-17,340,85,True,True,,2025-08-21,142,142,142,0,-0.0066870498395820545,-0.1121458703118877
tail_q90_60d,20,2025-10-24,341,85,True,True,,2025-08-28,142,142,142,0,-0.3071663128600498,-0.4490130786205105
tail_q90_60d,20,2025-10-31,342,85,True,True,,2025-09-05,142,142,142,0,-0.27449595654570186,-0.31822268232217293
tail_q90_60d,20,2025-11-07,343,85,True,True,,2025-09-12,142,142,142,0,0.013728255562238183,-0.010379491650093988
tail_q90_60d,20,2025-11-14,344,86,True,True,,2025-09-19,142,142,142,0,-0.058083660421089256,-0.034319591107124826
tail_q90_60d,20,2025-11-21,345,86,True,True,,2025-09-26,142,142,142,0,0.2860217397226687,0.26886718316145947
tail_q90_60d,20,2025-12-01,346,86,True,True,,2025-10-03,142,142,142,0,-0.03339333725908494,-0.0016115140478340957
tail_q90_60d,20,2025-12-08,347,86,True,True,,2025-10-10,142,142,142,0,-0.146681307903963,-0.038267695744471295
tail_q90_60d,20,2025-12-15,348,87,True,True,,2025-10-17,142,142,142,0,-0.07053569744609602,-0.04895943133881402
tail_q90_60d,20,2025-12-22,349,87,True,True,,2025-10-24,142,142,142,0,-0.15235618442091323,-0.06399324379546137
tail_q90_60d,20,2025-12-30,350,87,True,True,,2025-10-31,142,142,142,0,-0.1409519458665398,-0.0583518968295714
tail_q90_60d,20,2026-01-07,351,87,True,True,,2025-11-07,142,142,142,0,-0.31312199936712976,-0.31106412317080584
tail_q90_60d,20,2026-01-14,352,88,True,True,,2025-11-14,142,142,142,0,-0.18611625114471983,-0.17997196091292586
tail_q90_60d,20,2026-01-22,353,88,True,True,,2025-11-21,142,142,142,0,-0.20859362393674652,-0.2896806519821204
tail_q90_60d,20,2026-01-29,354,88,True,True,,2025-12-01,142,142,142,0,-0.30839852386151456,-0.2925558109855383
tail_q90_60d,20,2026-02-05,355,88,True,True,,2025-12-08,142,142,142,0,0.09894360958190747,0.13614045528939148
tail_q90_60d,20,2026-02-12,356,89,False,True,,2025-12-15,142,142,142,0,-0.018066141230660263,0.0608498483835613
tail_q90_60d,20,2026-02-20,357,89,False,True,,2025-12-22,142,142,142,0,0.07151643681460883,0.07743440257674601
tail_q90_60d,20,2026-02-27,358,89,False,True,,2025-12-30,142,142,142,0,-0.008879044240147028,-0.13623685274868974
tail_q90_60d,60,2019-01-14,0,0,True,False,no_refit_placebo,2018-07-23,0,0,0,0,,
tail_q90_60d,60,2019-01-22,1,0,True,False,no_refit_placebo,2018-07-30,0,0,0,0,,
tail_q90_60d,60,2019-01-29,2,0,True,False,no_refit_placebo,2018-08-06,0,0,0,0,,
tail_q90_60d,60,2019-02-05,3,0,True,False,no_refit_placebo,2018-08-13,0,0,0,0,,
tail_q90_60d,60,2019-02-12,4,0,True,False,no_refit_placebo,2018-08-20,0,0,0,0,,
tail_q90_60d,60,2019-02-20,5,0,True,False,no_refit_placebo,2018-08-27,0,0,0,0,,
tail_q90_60d,60,2019-02-27,6,0,True,False,no_refit_placebo,2018-09-04,0,0,0,0,,
tail_q90_60d,60,2019-03-06,7,0,True,False,no_refit_placebo,2018-09-11,0,0,0,0,,
tail_q90_60d,60,2019-03-13,8,0,True,False,no_refit_placebo,2018-09-18,0,0,0,0,,
tail_q90_60d,60,2019-03-20,9,0,True,True,,2018-09-25,131,131,131,0,-0.3656168259221695,-0.26881972988843217
tail_q90_60d,60,2019-03-27,10,0,True,True,,2018-10-02,131,131,131,0,-0.2123632093097742,-0.17312229754977848
tail_q90_60d,60,2019-04-03,11,0,True,True,,2018-10-09,131,131,131,0,-0.22558586451716223,-0.20144664495809533
tail_q90_60d,60,2019-04-10,12,1,True,True,,2018-10-16,131,131,131,0,-0.2068702290076336,-0.23777825228206909
tail_q90_60d,60,2019-04-17,13,1,True,True,,2018-10-23,131,131,131,0,-0.10194309507286606,-0.22604494741899323
tail_q90_60d,60,2019-04-25,14,1,True,True,,2018-10-30,131,132,131,1,-0.07402978700688624,-0.15792985640313884
tail_q90_60d,60,2019-05-02,15,1,True,True,,2018-11-06,131,132,131,1,-0.08281642022100037,-0.20584529973842952
tail_q90_60d,60,2019-05-09,16,1,True,True,,2018-11-13,131,132,131,1,-0.20816740511396997,-0.33199167244968775
tail_q90_60d,60,2019-05-16,17,1,True,True,,2018-11-20,131,132,131,1,-0.03474083168739657,-0.1312816954038328
tail_q90_60d,60,2019-05-23,18,1,True,True,,2018-11-28,131,132,131,1,0.10211391661773342,0.0651257139806758
tail_q90_60d,60,2019-05-31,19,1,True,True,,2018-12-06,131,132,131,1,0.07224683713233332,0.05594405594405594
tail_q90_60d,60,2019-06-07,20,1,True,True,,2018-12-13,131,132,131,1,0.04749906581967651,-0.08888058506379118
tail_q90_60d,60,2019-06-14,21,1,True,True,,2018-12-20,131,133,131,2,0.09481129557465434,-0.03630491645758822
tail_q90_60d,60,2019-06-21,22,1,True,True,,2018-12-28,131,133,131,2,0.039160839160839164,-0.12270325094752577
tail_q90_60d,60,2019-06-28,23,1,True,True,,2019-01-07,131,133,131,2,-0.0548443922489724,-0.23472481716756524
tail_q90_60d,60,2019-07-08,24,2,True,True,,2019-01-14,131,133,131,2,-0.04883894731222975,-0.20954999199274005
tail_q90_60d,60,2019-07-15,25,2,True,True,,2019-01-22,131,133,131,2,-0.1888165269844659,-0.37022900763358774
tail_q90_60d,60,2019-07-22,26,2,True,True,,2019-01-29,131,133,131,2,-0.0911493087065606,-0.34800085410772436
tail_q90_60d,60,2019-07-29,27,2,True,True,,2019-02-05,131,133,131,2,-0.1318475417712059,-0.3208829338600331
tail_q90_60d,60,2019-08-05,28,2,True,True,,2019-02-12,131,133,131,2,0.1158703891528319,0.014722681898254417
tail_q90_60d,60,2019-08-12,29,2,True,True,,2019-02-20,131,133,131,2,0.15882133134041532,0.16144237441947365
tail_q90_60d,60,2019-08-19,30,2,True,True,,2019-02-27,131,133,131,2,0.20215662200395024,0.19630064591896654
tail_q90_60d,60,2019-08-26,31,2,True,True,,2019-03-06,131,133,131,2,0.162889019377569,0.19631132226552075
tail_q90_60d,60,2019-09-03,32,2,True,True,,2019-03-13,131,133,131,2,0.13358778625954199,0.2569422943468745
tail_q90_60d,60,2019-09-10,33,2,True,True,,2019-03-20,131,133,131,2,0.03306464527838574,0.15154540116372175
tail_q90_60d,60,2019-09-17,34,2,True,True,,2019-03-27,131,134,131,3,0.04398120963006459,0.1717343724977313
tail_q90_60d,60,2019-09-24,35,2,True,True,,2019-04-03,131,135,131,4,0.1591362835637645,0.16115945123578712
tail_q90_60d,60,2019-10-01,36,3,True,True,,2019-04-10,131,135,131,4,0.22231890247157424,0.17184647413655046
tail_q90_60d,60,2019-10-08,37,3,True,True,,2019-04-17,131,135,131,4,0.18952116585704373,0.14776597448353174
tail_q90_60d,60,2019-10-15,38,3,True,True,,2019-04-25,132,135,132,3,0.22033571089416806,0.21773204698074117
tail_q90_60d,60,2019-10-22,39,3,True,True,,2019-05-02,132,135,132,3,0.2871804772166363,0.35095719868721065
tail_q90_60d,60,2019-10-29,40,3,True,True,,2019-05-09,132,135,132,3,0.18007544885809246,0.2691426693033763
tail_q90_60d,60,2019-11-05,41,3,True,True,,2019-05-16,132,135,132,3,0.16816851288526657,0.2316791284248094
tail_q90_60d,60,2019-11-12,42,3,True,True,,2019-05-23,132,135,132,3,0.19580178760572486,0.21818077462914745
tail_q90_60d,60,2019-11-19,43,3,True,True,,2019-05-31,132,135,132,3,0.15378313931949927,0.22203148398407538
tail_q90_60d,60,2019-11-26,44,3,True,True,,2019-06-07,132,135,132,3,0.035809509895488194,0.1289152791764282
tail_q90_60d,60,2019-12-04,45,3,True,True,,2019-06-14,133,135,133,2,0.13923546995031674,0.13713387947480643
tail_q90_60d,60,2019-12-11,46,3,True,True,,2019-06-21,133,135,133,2,0.12898766590832575,0.15392619948786485
tail_q90_60d,60,2019-12-18,47,3,True,True,,2019-06-28,133,135,133,2,-0.032589955213678704,-0.01199742912233093
tail_q90_60d,60,2019-12-26,48,4,True,True,,2019-07-08,133,135,133,2,0.18514399975515453,0.1748349843400904
tail_q90_60d,60,2020-01-03,49,4,True,True,,2019-07-15,133,135,133,2,0.14168392487324144,0.09699452158210994
tail_q90_60d,60,2020-01-10,50,4,True,True,,2019-07-22,133,135,133,2,0.13408861366441885,0.1257995735607676
tail_q90_60d,60,2020-01-17,51,4,True,True,,2019-07-29,133,135,133,2,0.16974423847950948,0.20252802970791972
tail_q90_60d,60,2020-01-27,52,4,True,True,,2019-08-05,133,135,133,2,0.16297017985941786,0.15729792595464237
tail_q90_60d,60,2020-02-03,53,4,True,True,,2019-08-12,133,135,133,2,0.1798747207231103,0.20834311014986584
tail_q90_60d,60,2020-02-10,54,4,True,True,,2019-08-19,133,135,133,2,0.13852133726446372,0.14315299782699625
tail_q90_60d,60,2020-02-18,55,4,True,True,,2019-08-26,133,135,133,2,0.22519154058824128,0.19327491047836687
tail_q90_60d,60,2020-02-25,56,4,True,True,,2019-09-03,133,135,133,2,0.30194040052641774,0.2004468430234337
tail_q90_60d,60,2020-03-03,57,4,True,True,,2019-09-10,133,135,133,2,0.2266402097509717,0.18436865569622835
tail_q90_60d,60,2020-03-10,58,4,True,True,,2019-09-17,134,135,134,1,0.31353757528148735,0.27268918565069394
tail_q90_60d,60,2020-03-17,59,4,True,True,,2019-09-24,135,135,135,0,0.42789483952785096,0.3975709686859819
tail_q90_60d,60,2020-03-24,60,5,True,True,,2019-10-01,135,135,135,0,0.2854014242512926,0.22773387962150038
tail_q90_60d,60,2020-03-31,61,5,True,True,,2019-10-08,135,135,135,0,0.28451858355282417,0.35643839625402407
tail_q90_60d,60,2020-04-07,62,5,True,True,,2019-10-15,135,135,135,0,0.29872207589503463,0.3314603453321628
tail_q90_60d,60,2020-04-15,63,5,True,True,,2019-10-22,135,135,135,0,0.2457467564140084,0.34723441615452155
tail_q90_60d,60,2020-04-22,64,5,True,True,,2019-10-29,135,135,135,0,0.3243683543068969,0.37194907813871825
tail_q90_60d,60,2020-04-29,65,5,True,True,,2019-11-05,135,135,135,0,0.08698175787728028,0.3952833869866355
tail_q90_60d,60,2020-05-06,66,5,True,True,,2019-11-12,135,135,135,0,0.15441420349234222,0.42871914935128286
tail_q90_60d,60,2020-05-13,67,5,True,True,,2019-11-19,135,135,135,0,0.2730123890352161,0.22748512340259489
tail_q90_60d,60,2020-05-20,68,5,True,True,,2019-11-26,135,135,135,0,0.14051799824407377,0.17839722953858164
tail_q90_60d,60,2020-05-28,69,5,True,True,,2019-12-04,135,135,135,0,-0.01795434591747147,0.24614183982050536
tail_q90_60d,60,2020-06-04,70,5,True,True,,2019-12-11,135,135,135,0,0.08689883913764511,0.2771144278606965
tail_q90_60d,60,2020-06-11,71,5,True,True,,2019-12-18,135,135,135,0,-0.040752121744220084,0.16738854745878454
tail_q90_60d,60,2020-06-18,72,6,True,True,,2019-12-26,135,135,135,0,-0.18678177738757196,0.0511901277924105
tail_q90_60d,60,2020-06-25,73,6,True,True,,2020-01-03,135,135,135,0,-0.11630572627060776,-0.00651643742073944
tail_q90_60d,60,2020-07-02,74,6,True,True,,2020-01-10,135,135,135,0,-0.1349234221051605,0.09303970344356648
tail_q90_60d,60,2020-07-10,75,6,True,True,,2020-01-17,135,135,135,0,-0.09345429714174228,0.0007072480733586968
tail_q90_60d,60,2020-07-17,76,6,True,True,,2020-01-27,135,135,135,0,-0.03296263779143498,0.15706272558774756
tail_q90_60d,60,2020-07-24,77,6,True,True,,2020-02-03,135,135,135,0,0.11063798653789876,0.1342844600526778
tail_q90_60d,60,2020-07-31,78,6,True,True,,2020-02-10,135,135,135,0,0.08688908399180567,0.07841673983026047
tail_q90_60d,60,2020-08-07,79,6,True,True,,2020-02-18,135,135,135,0,0.1133840600916984,0.009794166422788022
tail_q90_60d,60,2020-08-14,80,6,True,True,,2020-02-25,135,135,135,0,0.2485074626865672,0.17363671836893965
tail_q90_60d,60,2020-08-21,81,6,True,True,,2020-03-03,135,135,135,0,0.21891035020973565,0.08988391376451078
tail_q90_60d,60,2020-08-28,82,6,True,True,,2020-03-10,135,135,135,0,0.23049946346697886,0.2882206613988879
tail_q90_60d,60,2020-09-04,83,6,True,True,,2020-03-17,135,135,135,0,0.3489464442493416,0.21323285533118727
tail_q90_60d,60,2020-09-14,84,7,True,True,,2020-03-24,135,135,135,0,0.37737293922544146,0.15042922641693496
tail_q90_60d,60,2020-09-21,85,7,True,True,,2020-03-31,135,136,135,1,0.41016973953760616,0.3592771436932983
tail_q90_60d,60,2020-09-28,86,7,True,True,,2020-04-07,135,136,135,1,0.41482294410301435,0.2976636425714565
tail_q90_60d,60,2020-10-05,87,7,True,True,,2020-04-15,135,137,135,2,0.2528972783143108,0.37495854063018247
tail_q90_60d,60,2020-10-12,88,7,True,True,,2020-04-22,135,137,135,2,0.18868403082626087,0.36847624621988107
tail_q90_60d,60,2020-10-19,89,7,True,True,,2020-04-29,135,137,135,2,0.23313823041654477,0.34027899717100774
tail_q90_60d,60,2020-10-26,90,7,True,True,,2020-05-06,135,137,135,2,0.35688713296263785,0.4123987903619159
tail_q90_60d,60,2020-11-02,91,7,True,True,,2020-05-13,135,137,135,2,0.39295190713101164,0.4137498780606771
tail_q90_60d,60,2020-11-09,92,7,True,True,,2020-05-20,135,137,135,2,0.39910252658277245,0.320822358794264
tail_q90_60d,60,2020-11-16,93,7,True,True,,2020-05-28,135,137,135,2,0.4768412837771925,0.45091210613598676
tail_q90_60d,60,2020-11-23,94,7,True,True,,2020-06-04,135,137,135,2,0.4347185640425325,0.34456150619451764
tail_q90_60d,60,2020-12-01,95,7,True,True,,2020-06-11,135,137,135,2,0.49279582479758083,0.48148961076968105
tail_q90_60d,60,2020-12-08,96,8,True,True,,2020-06-18,135,137,135,2,0.11535947712418301,0.3092625109745391
tail_q90_60d,60,2020-12-15,97,8,True,True,,2020-06-25,135,137,135,2,0.2672519754170325,0.41161837869476153
tail_q90_60d,60,2020-12-22,98,8,True,True,,2020-07-02,135,137,135,2,0.11340844795629697,0.3177689981465223
tail_q90_60d,60,2020-12-30,99,8,True,True,,2020-07-10,135,137,135,2,-0.17052482684616138,0.21819334699053755
tail_q90_60d,60,2021-01-07,100,8,True,True,,2020-07-17,135,138,135,3,-0.006321334503950835,0.20317529997073458
tail_q90_60d,60,2021-01-14,101,8,True,True,,2020-07-24,135,139,135,4,-0.02431957857769974,0.0980001951029168
tail_q90_60d,60,2021-01-22,102,8,True,True,,2020-07-31,135,139,135,4,-0.1551116964198615,-0.031474978050921865
tail_q90_60d,60,2021-01-29,103,8,True,True,,2020-08-07,135,139,135,4,-0.0006828602087601209,0.06871036972002734
tail_q90_60d,60,2021-02-05,104,8,True,True,,2020-08-14,135,139,135,4,-0.2716759340552142,-0.08717198322114918
tail_q90_60d,60,2021-02-12,105,8,True,True,,2020-08-21,135,139,135,4,-0.4696127207101746,-0.16655936006243294
tail_q90_60d,60,2021-02-22,106,8,True,True,,2020-08-28,135,139,135,4,-0.45480440932591953,-0.30420446785679445
tail_q90_60d,60,2021-03-01,107,8,True,True,,2020-09-04,135,139,135,4,-0.41721783240659455,-0.3638279192273925
tail_q90_60d,60,2021-03-08,108,9,True,True,,2020-09-14,135,139,135,4,-0.00914057165154619,0.06541313042629988
tail_q90_60d,60,2021-03-15,109,9,True,True,,2020-09-21,136,140,136,4,-0.13359095463002718,-0.1605028386050284
tail_q90_60d,60,2021-03-22,110,9,True,True,,2020-09-28,136,140,136,4,0.11393540384523639,0.024674395305567476
