date,regime,alpha,model
2020-06-05,BULL_VOLATILE,0.4522953229346773,trendscan
2020-06-08,BULL_VOLATILE,0.5048582309637081,trendscan
2020-06-09,BULL_VOLATILE,0.561619813795535,trendscan
2020-06-10,BULL_VOLATILE,0.37302296948573405,trendscan
2020-06-11,BULL_VOLATILE,0.2683452617216803,trendscan
2020-06-12,BULL_VOLATILE,0.30258029111894663,trendscan
2020-06-15,BULL_VOLATILE,0.2722584061936373,trendscan
2020-06-16,BULL_VOLATILE,0.23523894658073238,trendscan
2020-06-17,BULL_VOLATILE,0.1648777111205879,trendscan
2020-06-18,BULL_VOLATILE,0.2725509652894587,trendscan
2020-06-19,BULL_VOLATILE,0.23527825406744587,trendscan
2020-06-22,BULL_VOLATILE,0.1631944934382783,trendscan
2020-06-23,BULL_VOLATILE,0.1613128857092774,trendscan
2020-06-24,BULL_VOLATILE,0.1842880591577366,trendscan
2020-06-25,BULL_VOLATILE,0.2697471777960588,trendscan
2020-06-26,BULL_VOLATILE,0.21855996493052937,trendscan
2020-06-29,BULL_VOLATILE,0.2685617773253783,trendscan
2020-06-30,BULL_VOLATILE,0.22599595380515192,trendscan
2020-07-01,BULL_VOLATILE,0.2129501506114979,trendscan
2020-07-02,BULL_VOLATILE,0.22716283136610912,trendscan
2020-07-06,BULL_VOLATILE,0.3345581161639668,trendscan
2020-07-07,BULL_VOLATILE,0.21233129560448025,trendscan
2020-07-08,BULL_VOLATILE,0.14907124272891614,trendscan
2020-07-09,BULL_VOLATILE,0.03987742877574381,trendscan
2020-07-10,BULL_VOLATILE,0.08133759223797157,trendscan
2020-07-13,BULL_VOLATILE,0.20469076634682534,trendscan
2020-07-14,BULL_VOLATILE,0.1707706293718249,trendscan
2020-07-15,BULL_VOLATILE,0.16780797460178662,trendscan
2020-07-16,BULL_VOLATILE,0.25677768482679897,trendscan
2020-07-17,BULL_VOLATILE,0.29729265473284217,trendscan
2020-07-20,BULL_VOLATILE,0.28588730015934777,trendscan
2020-07-21,BULL_VOLATILE,0.4153838488079644,trendscan
2020-07-22,BULL_VOLATILE,0.36852428423054523,trendscan
2020-07-23,BULL_VOLATILE,0.4620639218056423,trendscan
2020-07-24,BULL_VOLATILE,0.4015271281715024,trendscan
2020-07-27,BULL_CALM,0.3699242165182531,trendscan
2020-07-28,BULL_CALM,0.36036521626927437,trendscan
2020-07-29,BULL_CALM,0.3775468738852086,trendscan
2020-07-30,BULL_CALM,0.25643277188499836,trendscan
2020-07-31,BULL_CALM,0.20603163234064836,trendscan
2020-08-03,BULL_CALM,0.2212632222036245,trendscan
2020-08-04,BULL_CALM,0.25519284842684653,trendscan
2020-08-05,BULL_CALM,0.29678839318603056,trendscan
2020-08-06,BULL_CALM,0.22759745262823608,trendscan
2020-08-07,BULL_CALM,0.23599971352687807,trendscan
2020-08-10,BULL_CALM,0.36463674245923,trendscan
2020-08-11,BULL_CALM,0.45343377806638996,trendscan
2020-08-12,BULL_CALM,0.39604699610889293,trendscan
2020-08-13,BULL_CALM,0.44075617340794404,trendscan
2020-08-14,BULL_CALM,0.11160201910728977,trendscan
2020-08-17,BULL_CALM,-0.023198551189153035,trendscan
2020-08-18,BULL_CALM,0.037641537240195234,trendscan
2020-08-19,BULL_CALM,0.10719214479051575,trendscan
2020-08-20,BULL_CALM,0.07676059443816778,trendscan
2020-08-21,BULL_CALM,-0.02088459714442909,trendscan
2020-08-24,BULL_CALM,0.03136076517404001,trendscan
2020-08-25,BULL_CALM,0.09422024251184324,trendscan
2020-08-26,BULL_CALM,0.024007813088061044,trendscan
2020-08-27,BULL_CALM,0.10350414035911963,trendscan
2020-08-28,BULL_CALM,0.03185230184025545,trendscan
2020-08-31,BULL_CALM,-0.2251293103966946,trendscan
2020-09-01,BULL_CALM,-0.23588741483107614,trendscan
2020-09-02,BULL_CALM,-0.16731997049763328,trendscan
2020-09-03,BULL_CALM,0.07517231400407805,trendscan
2020-09-04,BULL_CALM,0.027876005227238276,trendscan
2020-09-08,BULL_VOLATILE,0.08853214210446693,trendscan
2020-09-09,BULL_VOLATILE,0.08246645649058126,trendscan
2020-09-10,BULL_VOLATILE,0.22014541928641024,trendscan
2020-09-11,BULL_VOLATILE,0.17241262902961524,trendscan
2020-09-14,BULL_VOLATILE,0.3833555979391898,trendscan
2020-09-15,BULL_VOLATILE,0.019686114929821433,trendscan
2020-09-16,BULL_VOLATILE,0.06279513727846694,trendscan
2020-09-17,BULL_VOLATILE,0.05780463754751186,trendscan
2020-09-18,BULL_VOLATILE,0.00496575697140351,trendscan
2020-09-21,BULL_VOLATILE,0.028723149044041066,trendscan
2020-09-22,BULL_VOLATILE,-0.09069087281576797,trendscan
2020-09-23,BULL_VOLATILE,0.14135300208214505,trendscan
2020-09-24,BULL_VOLATILE,0.17100171578150808,trendscan
2020-09-25,BULL_VOLATILE,0.15130912695422402,trendscan
2020-09-28,BULL_VOLATILE,0.07850761218836687,trendscan
2020-09-29,BULL_VOLATILE,0.12348446590696183,trendscan
2020-09-30,BULL_VOLATILE,0.044431349529047835,trendscan
2020-10-01,BULL_VOLATILE,0.06746901440371118,trendscan
2020-10-02,BULL_VOLATILE,0.018595364385032682,trendscan
2020-10-05,BULL_VOLATILE,0.02424684967396351,trendscan
2020-10-06,BULL_VOLATILE,0.004905070865306995,trendscan
2020-10-07,BULL_VOLATILE,-0.021557712752254835,trendscan
2020-10-08,BULL_VOLATILE,-0.07578488533344276,trendscan
2020-10-09,BULL_VOLATILE,-0.07920406086011636,trendscan
2020-10-12,BULL_VOLATILE,-0.1021172807935634,trendscan
2020-10-13,BULL_VOLATILE,-0.028197114215122283,trendscan
2020-10-14,BULL_VOLATILE,-0.08069802718233399,trendscan
2020-10-15,BULL_VOLATILE,-0.09813434891313244,trendscan
2020-10-16,BULL_VOLATILE,0.058886222322061296,trendscan
2020-10-19,BULL_VOLATILE,0.05844099658484106,trendscan
2020-10-20,BULL_VOLATILE,0.016206873903246474,trendscan
2020-10-21,BULL_VOLATILE,0.1944258056310412,trendscan
2020-10-22,BULL_VOLATILE,-0.1040466338405259,trendscan
2020-10-23,BULL_VOLATILE,-0.0029645773852809316,trendscan
2020-10-26,BULL_VOLATILE,0.16341133703646366,trendscan
2020-10-27,BULL_VOLATILE,0.171192270020116,trendscan
2020-10-28,BULL_VOLATILE,0.2757373345216776,trendscan
2020-10-29,BULL_VOLATILE,0.27221007344379555,trendscan
2020-10-30,BULL_VOLATILE,0.28648435223697677,trendscan
2020-11-02,BULL_VOLATILE,0.26075877128361774,trendscan
2020-11-03,BULL_VOLATILE,0.2620770211850336,trendscan
2020-11-04,BULL_VOLATILE,0.12072630154288971,trendscan
2020-11-05,BULL_VOLATILE,0.08213802708734455,trendscan
2020-11-06,BULL_VOLATILE,0.013723783799798394,trendscan
2020-11-09,BULL_VOLATILE,0.13888881708955528,trendscan
2020-11-10,BULL_VOLATILE,0.27516329613296103,trendscan
2020-11-11,BULL_VOLATILE,0.10931839772279932,trendscan
2020-11-12,BULL_VOLATILE,0.04176813985261067,trendscan
2020-11-13,BULL_VOLATILE,0.16942455185578403,trendscan
2020-11-16,BULL_VOLATILE,0.22375017420192878,trendscan
2020-11-17,BULL_VOLATILE,0.17348196744537533,trendscan
2020-11-18,BULL_VOLATILE,0.1908699755838727,trendscan
2020-11-19,BULL_VOLATILE,0.08730661737083173,trendscan
2020-11-20,BULL_VOLATILE,0.08535852908030707,trendscan
2020-11-23,BULL_VOLATILE,0.0393291641159677,trendscan
2020-11-24,BULL_VOLATILE,0.10261498582029827,trendscan
2020-11-25,BULL_VOLATILE,0.16661965659253572,trendscan
2020-11-27,BULL_VOLATILE,0.13185023993517123,trendscan
2020-11-30,BULL_VOLATILE,0.10278309629543726,trendscan
2020-12-01,BULL_VOLATILE,0.17619292669523215,trendscan
2020-12-02,BULL_VOLATILE,0.1520562392944511,trendscan
2020-12-03,BULL_CALM,0.14302910793142168,trendscan
2020-12-04,BULL_CALM,0.10901162642317305,trendscan
2020-12-07,BULL_CALM,0.08663219360145992,trendscan
2020-12-08,BULL_CALM,0.11941978554200679,trendscan
2020-12-09,BULL_CALM,0.18923914501062358,trendscan
2020-12-10,BULL_CALM,0.18290291995213545,trendscan
2020-12-11,BULL_CALM,0.2002057201196276,trendscan
2020-12-14,BULL_CALM,0.18721151594179092,trendscan
2020-12-15,BULL_CALM,0.1858345186309053,trendscan
2020-12-16,BULL_CALM,0.1914163141261612,trendscan
2020-12-17,BULL_CALM,0.18786572443765753,trendscan
2020-12-18,BULL_CALM,0.16048185369471973,trendscan
2020-12-21,BULL_CALM,0.1633703223306281,trendscan
2020-12-22,BULL_CALM,0.17573260315311337,trendscan
2020-12-23,BULL_CALM,0.14928092945888943,trendscan
2020-12-24,BULL_CALM,0.08903012722750211,trendscan
2020-12-28,BULL_CALM,0.14281619617482433,trendscan
2020-12-29,BULL_CALM,0.1752584237564203,trendscan
2020-12-30,BULL_CALM,0.1712079918487031,trendscan
2020-12-31,BULL_CALM,0.1818298649866468,trendscan
2021-02-01,BULL_VOLATILE,0.18925509560512224,raw
2021-02-02,BULL_VOLATILE,0.08621061567992844,raw
2021-02-03,BULL_VOLATILE,0.038580671889304814,raw
2021-02-04,BULL_VOLATILE,0.03951746388594997,raw
2021-02-05,BULL_VOLATILE,-0.09674779291014948,raw
2021-02-08,BULL_VOLATILE,-0.06362279309573012,raw
2021-02-09,BULL_VOLATILE,-0.08698536788957671,raw
2021-02-10,BULL_VOLATILE,-0.1660524976154807,raw
2021-02-11,BULL_VOLATILE,-0.20507867469869207,raw
2021-02-12,BULL_VOLATILE,-0.13922823110414648,raw
2021-02-16,BULL_VOLATILE,-0.14781453019041607,raw
2021-02-17,BULL_VOLATILE,-0.08472779853046339,raw
